Batch size  8 CPU 0.000002 GPU 0.000298 CPU/GPU 0.006119
Batch size  16 CPU 0.000004 GPU 0.000300 CPU/GPU 0.011865
Batch size  24 CPU 0.000005 GPU 0.000325 CPU/GPU 0.014468
Batch size  32 CPU 0.000006 GPU 0.000318 CPU/GPU 0.019742
Batch size  40 CPU 0.000008 GPU 0.000319 CPU/GPU 0.024953
Batch size  48 CPU 0.000009 GPU 0.000325 CPU/GPU 0.028800
Batch size  56 CPU 0.000011 GPU 0.000307 CPU/GPU 0.034895
Batch size  64 CPU 0.000012 GPU 0.000326 CPU/GPU 0.037040
Batch size  72 CPU 0.000014 GPU 0.000312 CPU/GPU 0.043555
Batch size  80 CPU 0.000015 GPU 0.000332 CPU/GPU 0.044962
Batch size  88 CPU 0.000016 GPU 0.000307 CPU/GPU 0.053432
Batch size  96 CPU 0.000018 GPU 0.000333 CPU/GPU 0.053928
Batch size  104 CPU 0.000019 GPU 0.000313 CPU/GPU 0.061186
Batch size  112 CPU 0.000021 GPU 0.000353 CPU/GPU 0.059409
Batch size  120 CPU 0.000022 GPU 0.000314 CPU/GPU 0.071268
Batch size  128 CPU 0.000024 GPU 0.000339 CPU/GPU 0.069927
Batch size  136 CPU 0.000025 GPU 0.000108 CPU/GPU 0.233698
Batch size  144 CPU 0.000027 GPU 0.000337 CPU/GPU 0.079202
Batch size  152 CPU 0.000028 GPU 0.000119 CPU/GPU 0.237758
Batch size  160 CPU 0.000030 GPU 0.000311 CPU/GPU 0.097415
Batch size  168 CPU 0.000031 GPU 0.000338 CPU/GPU 0.091550
Batch size  176 CPU 0.000032 GPU 0.000313 CPU/GPU 0.103681
Batch size  184 CPU 0.000034 GPU 0.000344 CPU/GPU 0.097501
Batch size  192 CPU 0.000035 GPU 0.000331 CPU/GPU 0.105385
Batch size  200 CPU 0.000049 GPU 0.000331 CPU/GPU 0.148185
Batch size  208 CPU 0.000038 GPU 0.000341 CPU/GPU 0.111100
Batch size  216 CPU 0.000040 GPU 0.000338 CPU/GPU 0.117826
Batch size  224 CPU 0.000041 GPU 0.000325 CPU/GPU 0.125118
Batch size  232 CPU 0.000043 GPU 0.000343 CPU/GPU 0.124272
Batch size  240 CPU 0.000044 GPU 0.000316 CPU/GPU 0.139420
Batch size  248 CPU 0.000045 GPU 0.000339 CPU/GPU 0.133118
Batch size  256 CPU 0.000047 GPU 0.000324 CPU/GPU 0.145824
Batch size  264 CPU 0.000048 GPU 0.000313 CPU/GPU 0.154665
Batch size  272 CPU 0.000050 GPU 0.000315 CPU/GPU 0.159055
Batch size  280 CPU 0.000051 GPU 0.000321 CPU/GPU 0.157898
Batch size  288 CPU 0.000052 GPU 0.000307 CPU/GPU 0.169793
Batch size  296 CPU 0.000054 GPU 0.000332 CPU/GPU 0.163202
Batch size  304 CPU 0.000056 GPU 0.000311 CPU/GPU 0.178914
Batch size  312 CPU 0.000058 GPU 0.000320 CPU/GPU 0.180481
Batch size  320 CPU 0.000058 GPU 0.000317 CPU/GPU 0.183665
Batch size  328 CPU 0.000060 GPU 0.000332 CPU/GPU 0.181491
Batch size  336 CPU 0.000062 GPU 0.000315 CPU/GPU 0.197007
Batch size  344 CPU 0.000063 GPU 0.000315 CPU/GPU 0.200085
Batch size  352 CPU 0.000065 GPU 0.000379 CPU/GPU 0.170489
Batch size  360 CPU 0.000066 GPU 0.000317 CPU/GPU 0.207119
Batch size  368 CPU 0.000068 GPU 0.000336 CPU/GPU 0.203309
Batch size  376 CPU 0.000069 GPU 0.000339 CPU/GPU 0.204474
Batch size  384 CPU 0.000071 GPU 0.000323 CPU/GPU 0.218719
Batch size  392 CPU 0.000072 GPU 0.000319 CPU/GPU 0.227029
Batch size  400 CPU 0.000073 GPU 0.000315 CPU/GPU 0.232694
Batch size  408 CPU 0.000075 GPU 0.000349 CPU/GPU 0.216057
Batch size  416 CPU 0.000077 GPU 0.000313 CPU/GPU 0.247629
Batch size  424 CPU 0.000079 GPU 0.000315 CPU/GPU 0.249421
Batch size  432 CPU 0.000079 GPU 0.000338 CPU/GPU 0.234334
Batch size  440 CPU 0.000082 GPU 0.000366 CPU/GPU 0.224157
Batch size  448 CPU 0.000090 GPU 0.000339 CPU/GPU 0.265933
Batch size  456 CPU 0.000085 GPU 0.000320 CPU/GPU 0.265243
Batch size  464 CPU 0.000086 GPU 0.000310 CPU/GPU 0.278103
Batch size  472 CPU 0.000088 GPU 0.000323 CPU/GPU 0.271560
Batch size  480 CPU 0.000089 GPU 0.000318 CPU/GPU 0.281053
