# DEPTH		nogoto		handopt		goto
1			4720750		8128620		40896619
3			6817910		14420082	78645367
5			8915072		40241280	116394116
7			11012241	54134925	154142860
8			12060832	61212823	173017241
9			13109415	68159641	191891608
10			14158012	75106463	210765995
11			15206602	82053279	229640359
15			19400966	109840570	305137854
17			21498155	123734219	342886603
18			86903204	130681045	361760977
20			95291855	144574673	399509728
50			220073438	352979340	965740959
